USER_ID,AGE,GENDER,LOCATION,SALARY
299,46,FEMALE,92509,45995
300,38,MALE,78577,24216
301,41,FEMALE,93033,46342
302,47,FEMALE,77449,59198
303,48,FEMALE,90201,30029
304,44,MALE,11373,38151
305,34,FEMALE,10025,49733
306,37,FEMALE,77036,26931
307,42,MALE,75217,31532
308,41,FEMALE,10025,49733
309,38,FEMALE,10462,33735
310,41,FEMALE,90706,39362
311,46,FEMALE,79936,42857
312,42,FEMALE,10452,20606
313,41,MALE,91335,40792
314,40,MALE,10458,22072
315,36,FEMALE,77479,96118
316,37,FEMALE,30043,71424
317,43,MALE,60618,41355
318,36,MALE,90250,33656
319,34,MALE,10452,20606
320,43,FEMALE,10025,49733
321,45,MALE,77084,53075
322,42,MALE,77429,78527
323,40,FEMALE,11230,32327
324,38,MALE,78572,23799
325,41,MALE,92335,35008
326,34,FEMALE,11226,29498
327,47,MALE,91335,40792
328,36,FEMALE,91706,41621
329,34,FEMALE,85364,31515
330,41,FEMALE,60629,40279
331,34,MALE,75052,60254
332,41,MALE,85364,31515
333,31,MALE,92509,45995
334,42,MALE,37211,37141
335,39,FEMALE,93065,72384
336,40,FEMALE,90706,39362
337,41,MALE,77584,70113
338,40,MALE,92553,38554
339,42,MALE,91744,46792
340,31,FEMALE,93065,72384
341,44,FEMALE,10456,16664
342,39,FEMALE,60617,35534
343,43,MALE,90250,33656
344,31,MALE,10453,21109
345,38,MALE,11355,36973
346,39,MALE,92345,41423
347,41,MALE,92376,37568
348,44,MALE,11377,37360
349,41,MALE,75211,32702
350,37,FEMALE,11206,18661
351,45,MALE,78577,24216
352,46,MALE,11207,24163
353,33,FEMALE,11235,31013
354,36,MALE,77084,53075
355,36,FEMALE,92509,45995
356,38,FEMALE,11373,38151
357,29,MALE,8701,35647
358,46,MALE,11206,18661
359,34,MALE,78577,24216
360,40,MALE,90250,33656
361,50,MALE,10467,29044
362,42,MALE,10002,24022
363,39,MALE,90706,39362
364,42,MALE,11214,33765
365,41,MALE,77479,96118
366,35,MALE,66062,68682
367,46,FEMALE,91911,38010
368,36,MALE,77479,96118
369,41,MALE,90706,39362
370,41,FEMALE,87121,34359
371,47,FEMALE,90255,30375
372,47,MALE,85364,31515
373,36,FEMALE,60617,35534
374,44,FEMALE,90250,33656
375,42,FEMALE,90706,39362
376,41,MALE,37211,37141
377,38,MALE,92345,41423
378,32,FEMALE,78572,23799
379,34,MALE,23464,53486
380,45,FEMALE,91710,55185
381,42,FEMALE,11373,38151
382,43,FEMALE,91706,41621
383,38,FEMALE,95823,36001
384,38,MALE,87121,34359
385,44,MALE,30044,60427
386,46,FEMALE,90706,39362
387,41,MALE,92553,38554
388,42,FEMALE,30044,60427
389,38,FEMALE,11377,37360
390,47,MALE,10453,21109
391,38,FEMALE,30043,71424
392,41,MALE,91911,38010
393,41,FEMALE,92154,42970
394,41,FEMALE,85364,31515
395,36,FEMALE,94565,48523
396,37,MALE,90706,39362
397,40,MALE,10456,16664
398,35,MALE,77479,96118
399,40,FEMALE,77584,70113
400,43,FEMALE,77479,96118
401,32,FEMALE,91331,39225
402,42,MALE,95076,45354
403,37,FEMALE,93535,39747
404,45,FEMALE,77083,52931
405,47,FEMALE,87121,34359
406,39,MALE,94544,49452
407,37,FEMALE,60617,35534
408,39,MALE,77084,53075
409,38,FEMALE,60629,40279
410,33,MALE,79936,42857
411,41,MALE,90805,32565
412,34,MALE,11219,26648
413,39,MALE,92154,42970
414,40,FEMALE,93535,39747
415,39,MALE,77084,53075
416,43,MALE,10467,29044
417,37,MALE,92804,41887
418,38,FEMALE,92345,41423
419,41,FEMALE,11226,29498
420,41,MALE,11207,24163
421,42,FEMALE,90650,46012
422,40,FEMALE,92336,55340
423,43,MALE,95823,36001
424,36,FEMALE,93535,39747
425,43,FEMALE,11219,26648
426,44,MALE,91342,48744
427,35,FEMALE,90280,35744
428,34,MALE,60625,40083
429,44,FEMALE,78572,23799
430,46,MALE,11368,34746
431,40,MALE,10456,16664
432,44,FEMALE,85364,31515
433,39,FEMALE,95076,45354
434,33,FEMALE,79936,42857
435,37,FEMALE,87121,34359
436,46,MALE,93257,30995
437,36,MALE,11206,18661
438,43,MALE,10029,22232
439,38,FEMALE,91911,38010
440,40,MALE,77036,26931
441,42,MALE,77429,78527
442,39,FEMALE,66062,68682
443,33,FEMALE,11368,34746
444,39,FEMALE,77083,52931
445,39,MALE,90706,39362
446,40,MALE,75070,84847
447,33,FEMALE,8701,35647
448,32,FEMALE,90044,22091
449,35,MALE,10468,26852
450,42,FEMALE,66062,68682
451,40,MALE,89110,43073
452,35,FEMALE,92804,41887
453,42,FEMALE,94565,48523
454,34,FEMALE,11368,34746
455,32,MALE,10002,24022
456,37,MALE,10456,16664
457,34,MALE,11355,36973
458,38,MALE,11368,34746
459,42,MALE,92154,42970
460,40,FEMALE,11214,33765
461,36,MALE,77429,78527
462,44,MALE,11226,29498
463,38,MALE,10452,20606
464,37,MALE,93535,39747
465,33,FEMALE,95076,45354
466,43,FEMALE,91744,46792
467,44,FEMALE,90255,30375
468,45,MALE,10468,26852
469,44,MALE,95076,45354
470,45,FEMALE,10002,24022
471,41,MALE,90201,30029
472,37,MALE,10029,22232
473,42,MALE,23464,53486
474,45,MALE,90201,30029
475,46,FEMALE,90650,46012
476,39,FEMALE,11207,24163
477,35,FEMALE,92345,41423
478,39,FEMALE,93065,72384
479,41,MALE,10468,26852
480,45,MALE,60625,40083
481,34,FEMALE,92345,41423
482,35,MALE,10456,16664
483,38,FEMALE,10467,29044
484,36,MALE,92804,41887
485,43,MALE,91911,38010
486,37,FEMALE,37211,37141
487,41,FEMALE,11214,33765
488,38,MALE,92154,42970
489,43,FEMALE,92335,35008
490,43,MALE,92335,35008
491,42,FEMALE,11207,24163
492,36,MALE,75070,84847
493,31,MALE,77083,52931
494,40,FEMALE,92804,41887
495,41,MALE,10467,29044
496,39,FEMALE,92683,49686
497,37,FEMALE,10453,21109
498,42,FEMALE,92553,38554
499,40,FEMALE,92154,42970
500,40,MALE,95823,36001
501,41,MALE,30043,71424
502,47,FEMALE,10468,26852
503,41,MALE,28269,61899
504,33,MALE,11230,32327
505,33,FEMALE,89110,43073
506,40,MALE,91910,42970
507,39,FEMALE,91910,42970
508,36,FEMALE,92804,41887
509,43,FEMALE,93065,72384
510,36,FEMALE,93722,43256
511,36,FEMALE,11207,24163
512,43,FEMALE,11377,37360
513,42,FEMALE,11226,29498
514,34,MALE,92154,42970
515,41,FEMALE,11219,26648
516,39,FEMALE,11214,33765
517,41,MALE,10458,22072
518,39,MALE,93722,43256
519,43,MALE,92704,49923
520,36,FEMALE,89110,43073
521,36,MALE,11206,18661
522,39,FEMALE,926,26306
523,34,MALE,92345,41423
524,42,FEMALE,60625,40083
525,41,MALE,10025,49733
526,45,FEMALE,10467,29044
527,42,FEMALE,10462,33735
528,43,MALE,37013,46063
529,39,MALE,90706,39362
530,41,FEMALE,8701,35647
531,37,FEMALE,79912,48627
532,38,MALE,11207,24163
533,39,MALE,22193,67190
534,39,MALE,10468,26852
535,37,MALE,11226,29498
536,33,FEMALE,90201,30029
537,42,MALE,10453,21109
538,40,MALE,90044,22091
539,35,FEMALE,60617,35534
540,39,FEMALE,78577,24216
541,40,MALE,91709,78336
542,34,MALE,10468,26852
543,44,FEMALE,23464,53486
544,43,FEMALE,92345,41423
545,40,FEMALE,11214,33765
546,42,FEMALE,60647,35283
547,44,MALE,11206,18661
548,44,MALE,94565,48523
549,40,FEMALE,66062,68682
550,33,FEMALE,93033,46342
551,37,MALE,11355,36973
552,39,MALE,78572,23799
553,38,MALE,11373,38151
554,41,MALE,93722,43256
555,39,MALE,92335,35008
556,42,MALE,75052,60254
557,33,MALE,22193,67190
558,45,MALE,11206,18661
559,42,FEMALE,91331,39225
560,38,FEMALE,11235,31013
561,36,MALE,94544,49452
562,40,MALE,10467,29044
563,37,FEMALE,91706,41621
564,30,FEMALE,90250,33656
565,42,MALE,92154,42970
566,43,FEMALE,30349,39141
567,49,MALE,91744,46792
568,44,MALE,93535,39747
569,34,MALE,93065,72384
570,39,MALE,93722,43256
571,41,MALE,92553,38554
572,42,MALE,92704,49923
573,36,FEMALE,77429,78527
574,36,MALE,91331,39225
575,41,FEMALE,11355,36973
576,34,MALE,92553,38554
577,35,FEMALE,92509,45995
578,46,MALE,75070,84847
579,43,FEMALE,11235,31013
580,38,FEMALE,10458,22072
581,37,MALE,92335,35008
582,41,MALE,78577,24216
583,43,MALE,30044,60427
584,35,FEMALE,92509,45995
585,46,FEMALE,10452,20606
586,38,FEMALE,78521,23426
587,41,FEMALE,93065,72384
588,46,FEMALE,11214,33765
589,38,MALE,10467,29044
590,42,MALE,75070,84847
591,40,FEMALE,93065,72384
592,40,FEMALE,10467,29044
593,37,FEMALE,11373,38151
594,39,MALE,30044,60427
595,42,MALE,11212,20839
596,39,FEMALE,75211,32702
597,36,FEMALE,8701,35647
598,44,MALE,23464,53486
599,42,MALE,90650,46012
600,38,FEMALE,30349,39141
601,45,MALE,92804,41887
602,43,MALE,66062,68682
603,42,FEMALE,93065,72384
604,39,FEMALE,90201,30029
605,35,MALE,92804,41887
606,33,FEMALE,37013,46063
607,35,FEMALE,10029,22232
608,37,FEMALE,79912,48627
609,41,FEMALE,8701,35647
610,44,MALE,60617,35534
611,40,FEMALE,28269,61899
612,36,MALE,78521,23426
613,42,MALE,11377,37360
614,43,MALE,11206,18661
615,37,FEMALE,90805,32565
616,42,FEMALE,85364,31515
617,29,FEMALE,90650,46012
618,35,FEMALE,60647,35283
619,41,MALE,37013,46063
620,33,MALE,10452,20606
621,40,MALE,77573,68458
622,40,FEMALE,90280,35744
623,38,MALE,78572,23799
624,35,MALE,93033,46342
625,43,MALE,77083,52931
626,36,FEMALE,77479,96118
627,38,FEMALE,77084,53075
628,40,FEMALE,66062,68682
629,35,FEMALE,8701,35647
630,35,FEMALE,90255,30375
631,42,MALE,10002,24022
632,34,FEMALE,92503,44829
633,41,FEMALE,93722,43256
634,33,MALE,89110,43073
635,39,MALE,91331,39225
636,42,FEMALE,92335,35008
637,46,FEMALE,60618,41355
638,44,FEMALE,10452,20606
639,35,FEMALE,23464,53486
640,38,MALE,85364,31515
641,38,MALE,926,26306
642,39,MALE,11373,38151
643,40,MALE,90250,33656
644,36,MALE,93033,46342
645,43,FEMALE,28269,61899
646,40,MALE,77083,52931
647,38,FEMALE,10002,24022
648,43,MALE,93065,72384
649,40,FEMALE,30349,39141
650,41,FEMALE,91706,41621
651,39,MALE,30349,39141
652,40,FEMALE,11214,33765
653,35,FEMALE,10025,49733
654,42,FEMALE,95823,36001
655,45,MALE,10029,22232
656,38,FEMALE,92553,38554
657,40,MALE,77479,96118
658,35,FEMALE,93307,26462
659,43,FEMALE,75070,84847
660,34,FEMALE,90250,33656
661,44,FEMALE,11214,33765
662,42,FEMALE,60618,41355
663,47,MALE,78577,24216
664,34,FEMALE,30349,39141
665,37,MALE,91331,39225
666,37,MALE,79912,48627
667,38,MALE,90280,35744
668,36,MALE,90044,22091
669,36,MALE,11206,18661
670,43,FEMALE,77429,78527
671,39,MALE,90011,23851
672,37,FEMALE,85364,31515
673,37,MALE,11219,26648
674,44,FEMALE,90255,30375
675,39,MALE,93065,72384
676,41,FEMALE,90044,22091
677,48,FEMALE,10025,49733
678,38,FEMALE,90650,46012
679,47,FEMALE,93065,72384
680,40,FEMALE,90280,35744
681,35,MALE,60625,40083
682,35,FEMALE,60618,41355
683,43,FEMALE,10029,22232
684,36,MALE,10029,22232
685,49,FEMALE,11234,51446
686,41,MALE,91342,48744
687,41,MALE,92154,42970
688,42,MALE,78577,24216
689,39,FEMALE,91710,55185
690,33,MALE,92683,49686
691,41,MALE,77573,68458
692,36,FEMALE,92553,38554
693,41,MALE,91910,42970
694,31,FEMALE,95076,45354
695,36,MALE,90650,46012
696,37,MALE,91744,46792
697,43,MALE,90201,30029
698,46,FEMALE,87121,34359
699,42,MALE,75070,84847
700,37,MALE,79912,48627
701,40,FEMALE,93065,72384
702,39,MALE,91709,78336
703,41,FEMALE,90255,30375
704,35,MALE,95823,36001
705,37,MALE,30043,71424
706,40,MALE,11368,34746
707,42,MALE,75211,32702
708,40,FEMALE,11219,26648
709,34,FEMALE,75070,84847
710,43,MALE,11226,29498
711,37,FEMALE,92804,41887
712,36,MALE,95823,36001
713,37,FEMALE,93065,72384
714,37,MALE,90044,22091
715,53,FEMALE,11368,34746
716,32,MALE,94544,49452
717,38,FEMALE,10456,16664
718,30,FEMALE,60625,40083
719,40,FEMALE,77036,26931
720,44,FEMALE,87121,34359
721,38,FEMALE,11368,34746
722,45,MALE,91911,38010
723,40,MALE,93257,30995
724,38,MALE,11355,36973
725,39,MALE,10458,22072
726,40,FEMALE,75217,31532
727,42,MALE,77494,86488
728,38,FEMALE,85364,31515
729,41,MALE,93307,26462
730,42,MALE,11373,38151
731,39,FEMALE,10002,24022
732,41,FEMALE,92704,49923
733,41,MALE,11234,51446
734,38,FEMALE,75217,31532
735,36,FEMALE,90255,30375
736,47,FEMALE,30044,60427
737,32,MALE,10453,21109
738,42,MALE,77584,70113
739,47,MALE,60647,35283
740,42,FEMALE,11234,51446
741,41,FEMALE,66062,68682
742,39,FEMALE,92336,55340
743,35,FEMALE,37013,46063
744,41,MALE,10458,22072
745,39,FEMALE,78572,23799
746,39,MALE,30044,60427
747,46,MALE,60618,41355
748,43,FEMALE,10453,21109
749,36,FEMALE,92154,42970
750,33,FEMALE,90250,33656
751,33,MALE,91331,39225
752,43,FEMALE,11235,31013
753,42,MALE,78521,23426
754,40,MALE,91744,46792
755,43,FEMALE,78572,23799
756,44,MALE,8701,35647
757,37,MALE,92154,42970
758,37,MALE,91911,38010
759,44,FEMALE,11355,36973
760,34,FEMALE,95823,36001
761,35,MALE,11206,18661
762,41,MALE,11230,32327
763,39,MALE,93535,39747
764,41,FEMALE,30349,39141
765,41,MALE,92683,49686
766,38,MALE,11377,37360
767,41,FEMALE,11373,38151
768,37,MALE,66062,68682
769,43,FEMALE,77479,96118
770,36,MALE,93257,30995
771,44,FEMALE,11226,29498
772,38,MALE,79912,48627
773,35,FEMALE,37211,37141
774,39,MALE,77036,26931
775,41,MALE,11355,36973
776,39,FEMALE,30349,39141
777,42,MALE,89110,43073
778,41,MALE,60647,35283
779,37,FEMALE,10029,22232
780,36,MALE,93257,30995
781,44,MALE,30043,71424
782,38,FEMALE,23464,53486
783,39,MALE,11206,18661
784,43,MALE,92335,35008
785,45,MALE,78521,23426
786,35,FEMALE,94544,49452
787,41,MALE,10029,22232
788,42,MALE,92804,41887
789,36,FEMALE,77573,68458
790,47,MALE,75217,31532
791,37,FEMALE,93535,39747
792,42,MALE,77036,26931
793,33,FEMALE,77084,53075
794,38,FEMALE,10462,33735
795,46,MALE,92345,41423
796,43,MALE,10467,29044
797,40,MALE,93550,37484
798,38,MALE,75211,32702
799,44,FEMALE,93535,39747
800,39,FEMALE,77083,52931
801,39,FEMALE,11214,33765
802,34,MALE,75211,32702
803,41,FEMALE,11206,18661
804,41,MALE,22193,67190
805,34,MALE,10029,22232
806,38,MALE,10029,22232
807,39,MALE,10462,33735
808,42,FEMALE,60625,40083
809,39,FEMALE,78572,23799
810,44,MALE,60647,35283
811,38,MALE,93033,46342
812,38,FEMALE,78577,24216
813,43,FEMALE,90044,22091
814,35,MALE,77584,70113
815,43,MALE,85364,31515
816,41,FEMALE,37211,37141
817,41,MALE,75217,31532
818,45,FEMALE,93722,43256
819,35,MALE,94544,49452
820,42,FEMALE,77573,68458
821,40,FEMALE,92336,55340
822,39,MALE,11214,33765
823,30,MALE,92509,45995
824,38,FEMALE,10467,29044
825,38,FEMALE,79936,42857
826,31,MALE,93722,43256
827,39,MALE,93550,37484
828,43,FEMALE,94544,49452
829,40,MALE,11214,33765
830,43,MALE,92509,45995
831,40,FEMALE,10025,49733
832,41,MALE,90805,32565
833,43,FEMALE,90044,22091
834,39,MALE,92503,44829
835,35,FEMALE,75052,60254
836,37,MALE,91710,55185
837,38,MALE,90280,35744
838,42,MALE,77494,86488
839,37,MALE,91342,48744
840,41,MALE,11235,31013
841,43,FEMALE,11206,18661
842,39,FEMALE,92509,45995
843,38,MALE,10452,20606
844,38,MALE,8701,35647
845,43,FEMALE,77429,78527
846,36,FEMALE,77449,59198
847,39,MALE,90650,46012
848,38,MALE,79912,48627
849,36,FEMALE,90280,35744
850,36,FEMALE,10456,16664
851,39,MALE,11226,29498
852,39,FEMALE,10462,33735
853,41,FEMALE,926,26306
854,36,FEMALE,10458,22072
855,45,MALE,11212,20839
856,35,MALE,30044,60427
857,42,FEMALE,60618,41355
858,38,MALE,90650,46012
859,40,FEMALE,90044,22091
860,45,FEMALE,94565,48523
861,40,MALE,87121,34359
862,41,FEMALE,91342,48744
863,42,FEMALE,10029,22232
864,38,MALE,94544,49452
865,35,FEMALE,93722,43256
866,40,MALE,92335,35008
867,37,MALE,90650,46012
868,39,FEMALE,93065,72384
869,40,MALE,10456,16664
870,45,MALE,11207,24163
871,39,FEMALE,90250,33656
872,43,MALE,75070,84847
873,33,MALE,11214,33765
874,41,FEMALE,77449,59198
875,36,FEMALE,30349,39141
876,39,FEMALE,93257,30995
877,43,FEMALE,91709,78336
878,36,MALE,10029,22232
879,44,FEMALE,77429,78527
880,42,MALE,11355,36973
881,41,FEMALE,77494,86488
882,39,FEMALE,28269,61899
883,44,MALE,92704,49923
884,43,FEMALE,77494,86488
885,46,MALE,79912,48627
886,43,MALE,78572,23799
887,39,MALE,75217,31532
888,38,FEMALE,93257,30995
889,40,FEMALE,37013,46063
890,35,FEMALE,92335,35008
891,40,MALE,10453,21109
892,34,FEMALE,94544,49452
893,44,MALE,11234,51446
894,41,MALE,37211,37141
895,45,MALE,60625,40083
896,43,MALE,77429,78527
897,36,FEMALE,91744,46792
898,41,FEMALE,11373,38151
899,40,MALE,93550,37484
900,34,MALE,77573,68458
901,44,FEMALE,92376,37568
902,42,MALE,22193,67190
903,41,FEMALE,60618,41355
904,41,FEMALE,77479,96118
905,40,MALE,77036,26931
906,39,FEMALE,10468,26852
907,35,FEMALE,60629,40279
908,40,FEMALE,30043,71424
909,35,FEMALE,8701,35647
910,37,MALE,93550,37484
911,36,MALE,94565,48523
912,40,FEMALE,78577,24216
913,28,FEMALE,92553,38554
914,38,MALE,90280,35744
915,32,FEMALE,10467,29044
916,52,MALE,11355,36973
917,35,FEMALE,11230,32327
918,48,FEMALE,91710,55185
919,38,FEMALE,91342,48744
920,41,MALE,75211,32702
921,40,FEMALE,77449,59198
922,39,FEMALE,75052,60254
923,34,FEMALE,60625,40083
924,39,FEMALE,77429,78527
925,40,FEMALE,92154,42970
926,44,MALE,90706,39362
927,29,MALE,11212,20839
928,42,FEMALE,91335,40792
